==120760== NVPROF is profiling process 120760, command: ./miniFE.x --num_devices 4 -nx 400 -ny 400 -nz 200
==120760== Profiling application: ./miniFE.x --num_devices 4 -nx 400 -ny 400 -nz 200
==120760== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",77.576706,719.879056,201,3.581487,3.572613,4.059170,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",14.696571,136.377971,602,0.226541,0.155327,0.230046,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",5.032667,46.701027,400,0.116752,0.084224,0.149374,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",1.501685,13.935001,201,0.069328,0.066751,0.073119,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",0.736473,6.834161,601,0.011371,0.001248,0.252958,"[CUDA memcpy DtoH]"
"GPU activities",0.278790,2.587053,201,0.012870,0.003424,0.022240,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.098725,0.916123,400,0.002290,0.002207,0.002624,"_ZN6miniFE23dot_final_reduce_kernelIdEEvPT_"
"GPU activities",0.053271,0.494331,400,0.001235,0.001183,0.001728,"_ZN6miniFE17cudaMemset_kernelIdEEvPT_S1_i"
"GPU activities",0.025111,0.233022,4,0.058255,0.001760,0.078079,"_ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_20__uninitialized_fill7functorINS_10device_ptrIdEEdEEmEES9_mEEvT0_T1_"
"API calls",81.782006,557.505630,601,0.927630,0.028137,4.238305,"cudaEventSynchronize"
"API calls",11.184817,76.246582,2409,0.031650,0.016958,8.968343,"cudaLaunchKernel"
"API calls",2.570830,17.525275,4,4.381318,0.039129,8.510302,"cudaMalloc"
"API calls",1.924558,13.119658,601,0.021829,0.015603,0.053664,"cudaMemcpyAsync"
