==14431== NVPROF is profiling process 14431, command: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==14431== Profiling application: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==14431== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",76.348816,783.154059,201,3.896288,3.889191,3.925510,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",13.577654,139.273871,602,0.231351,0.159263,0.234847,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",4.687422,48.081601,400,0.120204,0.085536,0.486076,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",3.300902,33.859262,201,0.168454,0.167039,0.171327,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",1.461812,14.994653,601,0.024949,0.001279,0.126239,"[CUDA memcpy DtoH]"
"GPU activities",0.464263,4.762211,201,0.023692,0.011904,0.034495,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.088270,0.905436,400,0.002263,0.002176,0.002592,"_ZN6miniFE23dot_final_reduce_kernelIdEEvPT_"
"GPU activities",0.047627,0.488540,400,0.001221,0.001152,0.001567,"_ZN6miniFE17cudaMemset_kernelIdEEvPT_S1_i"
"GPU activities",0.023235,0.238334,4,0.059583,0.001376,0.080607,"_ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_20__uninitialized_fill7functorINS_10device_ptrIdEEdEEmEES9_mEEvT0_T1_"
"API calls",78.358694,574.336421,601,0.955634,0.040088,4.078953,"cudaEventSynchronize"
"API calls",12.999955,95.284226,2409,0.039553,0.022521,11.198077,"cudaLaunchKernel"
"API calls",3.897207,28.564896,4,7.141224,0.037786,9.858025,"cudaMalloc"
"API calls",2.183715,16.005716,601,0.026631,0.018761,0.055649,"cudaMemcpyAsync"
