==95636== NVPROF is profiling process 95636, command: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==95636== Profiling application: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==95636== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",76.482787,785.459594,201,3.907759,3.895916,4.369097,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",13.595037,139.617715,602,0.231923,0.159103,0.235327,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",4.645459,47.707732,400,0.119269,0.085632,0.152959,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",3.158907,32.441205,201,0.161399,0.159648,0.163839,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",1.562448,16.045962,601,0.026698,0.001248,0.114239,"[CUDA memcpy DtoH]"
"GPU activities",0.396543,4.072396,201,0.020260,0.008704,0.031264,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.087081,0.894300,400,0.002235,0.002144,0.002720,"_ZN6miniFE23dot_final_reduce_kernelIdEEvPT_"
"GPU activities",0.048531,0.498398,400,0.001245,0.001183,0.001536,"_ZN6miniFE17cudaMemset_kernelIdEEvPT_S1_i"
"GPU activities",0.023207,0.238335,4,0.059583,0.001376,0.080480,"_ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_20__uninitialized_fill7functorINS_10device_ptrIdEEdEEmEES9_mEEvT0_T1_"
"API calls",78.246961,566.849561,601,0.943177,0.059533,4.093671,"cudaEventSynchronize"
"API calls",13.202161,95.641276,2409,0.039701,0.023468,11.175388,"cudaLaunchKernel"
"API calls",3.662621,26.533362,4,6.633340,0.032248,9.034410,"cudaMalloc"
"API calls",2.230908,16.161513,601,0.026891,0.019232,0.042273,"cudaMemcpyAsync"
