==62241== NVPROF is profiling process 62241, command: ./miniFE.x --num_devices 4 -nx 800 -ny 400 -nz 200
==62241== Profiling application: ./miniFE.x --num_devices 4 -nx 800 -ny 400 -nz 200
==62241== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",75.296543,725.971717,201,3.611799,3.604256,3.618176,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",14.260231,137.490036,602,0.228388,0.156670,0.231966,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",4.883133,47.080730,400,0.117701,0.084384,0.151071,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",3.193220,30.787435,201,0.153171,0.151934,0.154687,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",1.807386,17.425919,601,0.028994,0.001248,0.143359,"[CUDA memcpy DtoH]"
"GPU activities",0.392775,3.786943,201,0.018840,0.008608,0.028479,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.093319,0.899739,400,0.002249,0.002176,0.002528,"_ZN6miniFE23dot_final_reduce_kernelIdEEvPT_"
"GPU activities",0.049101,0.473403,400,0.001183,0.001120,0.001344,"_ZN6miniFE17cudaMemset_kernelIdEEvPT_S1_i"
"GPU activities",0.024291,0.234205,4,0.058551,0.001408,0.078591,"_ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_20__uninitialized_fill7functorINS_10device_ptrIdEEdEEmEES9_mEEvT0_T1_"
"API calls",78.448926,576.041499,601,0.958471,0.039387,3.818599,"cudaEventSynchronize"
"API calls",13.017250,95.584178,2409,0.039677,0.023878,11.056360,"cudaLaunchKernel"
"API calls",3.912762,28.730961,4,7.182740,0.048926,11.564705,"cudaMalloc"
"API calls",2.189226,16.075233,601,0.026747,0.019408,0.039466,"cudaMemcpyAsync"
