==120761== NVPROF is profiling process 120761, command: ./miniFE.x --num_devices 4 -nx 400 -ny 400 -nz 200
==120761== Profiling application: ./miniFE.x --num_devices 4 -nx 400 -ny 400 -nz 200
==120761== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",77.728744,724.752387,201,3.605733,3.596813,4.084811,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",14.707378,137.133407,602,0.227796,0.156543,0.231583,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",5.031472,46.914063,400,0.117285,0.084384,0.150943,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",1.476754,13.769438,201,0.068504,0.066495,0.073280,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",0.626900,5.845290,601,0.009725,0.001248,0.035072,"[CUDA memcpy DtoH]"
"GPU activities",0.255833,2.385422,201,0.011867,0.003456,0.022207,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.097464,0.908767,400,0.002271,0.002175,0.002592,"_ZN6miniFE23dot_final_reduce_kernelIdEEvPT_"
"GPU activities",0.050371,0.469661,400,0.001174,0.000960,0.001920,"_ZN6miniFE17cudaMemset_kernelIdEEvPT_S1_i"
"GPU activities",0.025084,0.233887,4,0.058471,0.001312,0.078336,"_ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_20__uninitialized_fill7functorINS_10device_ptrIdEEdEEmEES9_mEEvT0_T1_"
"API calls",77.305019,502.700166,601,0.836439,0.026519,4.067640,"cudaEventSynchronize"
"API calls",14.628441,95.126032,2409,0.039487,0.022873,10.933139,"cudaLaunchKernel"
"API calls",2.767943,17.999418,4,4.499854,0.029986,8.951657,"cudaMalloc"
"API calls",2.431946,15.814493,601,0.026313,0.018283,0.042940,"cudaMemcpyAsync"
