==14136== NVPROF is profiling process 14136, command: ./miniFE.x --num_devices 4 -nx 800 -ny 400 -nz 200
==14136== Profiling application: ./miniFE.x --num_devices 4 -nx 800 -ny 400 -nz 200
==14136== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",75.297782,733.703736,201,3.650267,3.643208,3.655400,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",14.213022,138.492090,602,0.230053,0.157631,0.233566,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",4.853301,47.290701,400,0.118226,0.085055,0.152543,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",3.122082,30.421657,201,0.151351,0.149983,0.153439,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",1.981066,19.303563,601,0.032119,0.001280,0.143327,"[CUDA memcpy DtoH]"
"GPU activities",0.365789,3.564262,201,0.017732,0.008640,0.028096,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.092525,0.901563,400,0.002253,0.002175,0.002528,"_ZN6miniFE23dot_final_reduce_kernelIdEEvPT_"
"GPU activities",0.050167,0.488831,400,0.001222,0.001152,0.001376,"_ZN6miniFE17cudaMemset_kernelIdEEvPT_S1_i"
"GPU activities",0.024266,0.236446,4,0.059111,0.001312,0.079135,"_ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_20__uninitialized_fill7functorINS_10device_ptrIdEEdEEmEES9_mEEvT0_T1_"
"API calls",76.574982,505.253811,601,0.840688,0.048182,3.854765,"cudaEventSynchronize"
"API calls",14.385167,94.915599,2409,0.039400,0.021993,11.150065,"cudaLaunchKernel"
"API calls",4.032411,26.606483,4,6.651620,0.039243,9.122441,"cudaMalloc"
"API calls",2.400938,15.841770,601,0.026359,0.016478,0.036351,"cudaMemcpyAsync"
