==21580== NVPROF is profiling process 21580, command: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==21580== Profiling application: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==21580== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",74.896921,765.811707,201,3.810008,3.800169,3.817865,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",13.377201,136.780216,602,0.227209,0.156127,0.230527,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",4.587635,46.907996,400,0.117269,0.084416,0.150303,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",3.675770,37.584287,201,0.186986,0.185662,0.194591,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",2.870356,29.349035,601,0.048833,0.001279,0.208638,"[CUDA memcpy DtoH]"
"GPU activities",0.431760,4.414695,201,0.021963,0.012096,0.031264,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.089056,0.910588,400,0.002276,0.002207,0.002976,"_ZN6miniFE23dot_final_reduce_kernelIdEEvPT_"
"GPU activities",0.048277,0.493627,400,0.001234,0.001183,0.001600,"_ZN6miniFE17cudaMemset_kernelIdEEvPT_S1_i"
"GPU activities",0.023025,0.235423,4,0.058855,0.001696,0.080543,"_ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_20__uninitialized_fill7functorINS_10device_ptrIdEEdEEmEES9_mEEvT0_T1_"
"API calls",77.799559,556.083088,601,0.925263,0.013744,5.268387,"cudaEventSynchronize"
"API calls",13.633323,97.446057,2409,0.040450,0.021769,11.346944,"cudaLaunchKernel"
"API calls",3.649677,26.086573,4,6.521643,0.038487,9.010330,"cudaMalloc"
"API calls",2.227294,15.919888,601,0.026488,0.018408,0.040729,"cudaMemcpyAsync"
