==62548== NVPROF is profiling process 62548, command: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==62548== Profiling application: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==62548== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",76.586172,762.249894,201,3.792288,3.784446,3.797982,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",13.709451,136.447971,602,0.226657,0.155423,0.229982,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",4.693136,46.710026,400,0.116775,0.084256,0.149631,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",3.235261,32.200032,201,0.160199,0.158367,0.163871,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",1.239230,12.333858,601,0.020522,0.001248,0.128863,"[CUDA memcpy DtoH]"
"GPU activities",0.374447,3.726814,201,0.018541,0.009824,0.025920,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.090998,0.905687,400,0.002264,0.002207,0.002656,"_ZN6miniFE23dot_final_reduce_kernelIdEEvPT_"
"GPU activities",0.047870,0.476446,400,0.001191,0.001120,0.001376,"_ZN6miniFE17cudaMemset_kernelIdEEvPT_S1_i"
"GPU activities",0.023435,0.233246,4,0.058311,0.001280,0.078687,"_ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_20__uninitialized_fill7functorINS_10device_ptrIdEEdEEmEES9_mEEvT0_T1_"
"API calls",77.812123,544.422188,601,0.905860,0.039965,4.013314,"cudaEventSynchronize"
"API calls",13.546547,94.780100,2409,0.039344,0.020938,11.000709,"cudaLaunchKernel"
"API calls",3.852845,26.956907,4,6.739226,0.042261,9.122749,"cudaMalloc"
"API calls",2.241792,15.684979,601,0.026098,0.017359,0.056016,"cudaMemcpyAsync"
