==62551== NVPROF is profiling process 62551, command: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==62551== Profiling application: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==62551== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",74.957899,760.619732,201,3.784177,3.774974,3.791838,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",13.413567,136.111391,602,0.226098,0.155135,0.229342,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",4.603435,46.712400,400,0.116781,0.083999,0.150047,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",3.699590,37.540821,201,0.186770,0.183966,0.189951,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",2.693878,27.335565,601,0.045483,0.001279,0.205502,"[CUDA memcpy DtoH]"
"GPU activities",0.473810,4.807893,201,0.023919,0.013344,0.034528,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.088453,0.897558,400,0.002243,0.002144,0.002592,"_ZN6miniFE23dot_final_reduce_kernelIdEEvPT_"
"GPU activities",0.046259,0.469403,400,0.001173,0.001120,0.001504,"_ZN6miniFE17cudaMemset_kernelIdEEvPT_S1_i"
"GPU activities",0.023109,0.234495,4,0.058623,0.001632,0.080031,"_ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_20__uninitialized_fill7functorINS_10device_ptrIdEEdEEmEES9_mEEvT0_T1_"
"API calls",78.645904,576.523208,601,0.959273,0.113542,4.439330,"cudaEventSynchronize"
"API calls",13.132188,96.267078,2409,0.039961,0.023974,11.503967,"cudaLaunchKernel"
"API calls",3.477959,25.495593,4,6.373898,0.034067,8.807961,"cudaMalloc"
"API calls",2.202765,16.147630,601,0.026867,0.018642,0.036379,"cudaMemcpyAsync"
