==62550== NVPROF is profiling process 62550, command: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==62550== Profiling application: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==62550== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",74.948700,762.435542,201,3.793211,3.785125,3.798886,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",13.415706,136.474829,602,0.226702,0.156127,0.230111,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",4.613236,46.929367,400,0.117323,0.084480,0.150335,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",3.702051,37.660092,201,0.187363,0.185151,0.191999,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",2.703319,27.500226,601,0.045757,0.001280,0.205567,"[CUDA memcpy DtoH]"
"GPU activities",0.458937,4.668661,201,0.023227,0.013600,0.033536,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.088527,0.900568,400,0.002251,0.002175,0.002560,"_ZN6miniFE23dot_final_reduce_kernelIdEEvPT_"
"GPU activities",0.046376,0.471772,400,0.001179,0.001120,0.001504,"_ZN6miniFE17cudaMemset_kernelIdEEvPT_S1_i"
"GPU activities",0.023149,0.235485,4,0.058871,0.001664,0.080511,"_ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_20__uninitialized_fill7functorINS_10device_ptrIdEEdEEmEES9_mEEvT0_T1_"
"API calls",76.704760,514.137816,601,0.855470,0.092944,4.413071,"cudaEventSynchronize"
"API calls",14.195560,95.150211,2409,0.039497,0.019904,11.230115,"cudaLaunchKernel"
"API calls",3.835278,25.707160,4,6.426790,0.033313,8.792175,"cudaMalloc"
"API calls",2.389840,16.018653,601,0.026653,0.017402,0.043515,"cudaMemcpyAsync"
