==95637== NVPROF is profiling process 95637, command: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==95637== Profiling application: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==95637== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",76.236244,764.898933,201,3.805467,3.796456,3.814760,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",13.636014,136.813835,602,0.227265,0.155903,0.230878,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",4.671137,46.866784,400,0.117166,0.084127,0.150559,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",3.723542,37.359310,201,0.185867,0.184191,0.189214,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",1.147967,11.517868,601,0.019164,0.001248,0.108127,"[CUDA memcpy DtoH]"
"GPU activities",0.426332,4.277503,201,0.021281,0.010975,0.031392,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.088237,0.885303,400,0.002213,0.002143,0.002592,"_ZN6miniFE23dot_final_reduce_kernelIdEEvPT_"
"GPU activities",0.047024,0.471806,400,0.001179,0.001120,0.001664,"_ZN6miniFE17cudaMemset_kernelIdEEvPT_S1_i"
"GPU activities",0.023503,0.235807,4,0.058951,0.001568,0.080415,"_ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_20__uninitialized_fill7functorINS_10device_ptrIdEEdEEmEES9_mEEvT0_T1_"
"API calls",78.164851,554.659196,601,0.922893,0.058104,3.952800,"cudaEventSynchronize"
"API calls",13.391619,95.027167,2409,0.039446,0.023058,10.869587,"cudaLaunchKernel"
"API calls",3.855570,27.359191,4,6.839797,0.039335,9.285334,"cudaMalloc"
"API calls",2.165975,15.369798,601,0.025573,0.018339,0.054714,"cudaMemcpyAsync"
