==37853== NVPROF is profiling process 37853, command: ./miniFE.x --num_devices 4 -nx 1600 -ny 1600 -nz 200
==37853== Profiling application: ./miniFE.x --num_devices 4 -nx 1600 -ny 1600 -nz 200
==37853== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",62.842054,3092.871851,201,15.387422,15.304337,25.794565,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",14.820290,729.404215,1,729.404215,729.404215,729.404215,"_ZN6miniFE19element_loop_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEENS_7PODMeshIiEEEEvT1_NT_17GlobalOrdinalTypeEPKS9_S8_T0_PKNS8_10ScalarTypeESF_"
"GPU activities",11.089115,545.768484,602,0.906592,0.624988,0.932217,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",3.609028,177.624061,400,0.444060,0.306654,0.582620,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",2.809639,138.280862,606,0.228186,0.001279,53.636571,"[CUDA memcpy DtoH]"
"GPU activities",1.884158,92.731834,201,0.461352,0.459069,0.473885,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",0.804161,39.578081,1,39.578081,39.578081,39.578081,"_ZN6miniFE32generate_matrix_structure_kernelINS_7PODMeshIiEENS_12PODELLMatrixIdiiEEEEvT_T0_iii"
"GPU activities",0.452898,22.290078,1,22.290078,22.290078,22.290078,"_ZN6miniFE30impose_dirichlet_second_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvNT_10ScalarTypeES5_T0_PNS5_17GlobalOrdinalTypeES8_"
"GPU activities",0.237118,11.670156,9,1.296684,0.000992,10.995088,"[CUDA memcpy HtoD]"
"GPU activities",0.202193,9.951255,201,0.049508,0.025184,0.093120,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
