==91303== NVPROF is profiling process 91303, command: ./miniFE.x --num_devices 4 -nx 1600 -ny 1600 -nz 200
==91303== Profiling application: ./miniFE.x --num_devices 4 -nx 1600 -ny 1600 -nz 200
==91303== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",62.006714,3150.453497,201,15.673897,15.641213,15.704093,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",12.102087,614.886028,1,614.886028,614.886028,614.886028,"_ZN6miniFE19element_loop_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEENS_7PODMeshIiEEEEvT1_NT_17GlobalOrdinalTypeEPKS9_S8_T0_PKNS8_10ScalarTypeESF_"
"GPU activities",10.942454,555.967103,602,0.923533,0.638973,0.927516,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",6.003421,305.023412,606,0.503338,0.001279,234.083933,"[CUDA memcpy DtoH]"
"GPU activities",3.577274,181.755102,400,0.454387,0.312639,0.996124,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",1.831891,93.075217,201,0.463060,0.460798,0.465054,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",0.853035,43.341223,1,43.341223,43.341223,43.341223,"_ZN6miniFE32generate_matrix_structure_kernelINS_7PODMeshIiEENS_12PODELLMatrixIdiiEEEEvT_T0_iii"
"GPU activities",0.797867,40.538260,2,20.269130,18.313490,22.224770,"_ZN6miniFE30impose_dirichlet_second_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvNT_10ScalarTypeES5_T0_PNS5_17GlobalOrdinalTypeES8_"
"GPU activities",0.383371,19.478412,10,1.947841,0.000960,18.602225,"[CUDA memcpy HtoD]"
"GPU activities",0.235903,11.985803,201,0.059630,0.025088,0.105791,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
