==132690== NVPROF is profiling process 132690, command: ./miniFE.x --num_devices 4 -nx 1600 -ny 800 -nz 200
==132690== Profiling application: ./miniFE.x --num_devices 4 -nx 1600 -ny 800 -nz 200
==132690== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",62.825410,3109.816149,201,15.471722,15.434574,16.699108,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",12.468633,617.189069,1,617.189069,617.189069,617.189069,"_ZN6miniFE19element_loop_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEENS_7PODMeshIiEEEEvT1_NT_17GlobalOrdinalTypeEPKS9_S8_T0_PKNS8_10ScalarTypeESF_"
"GPU activities",11.039528,546.449305,602,0.907723,0.628732,0.911449,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",5.237423,259.248962,606,0.427803,0.001248,219.824263,"[CUDA memcpy DtoH]"
"GPU activities",3.601186,178.256305,400,0.445640,0.307518,0.584412,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",1.698992,84.098966,201,0.418402,0.415709,0.429629,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",0.858363,42.488390,1,42.488390,42.488390,42.488390,"_ZN6miniFE32generate_matrix_structure_kernelINS_7PODMeshIiEENS_12PODELLMatrixIdiiEEEEvT_T0_iii"
"GPU activities",0.798066,39.503740,2,19.751870,17.913659,21.590081,"_ZN6miniFE30impose_dirichlet_second_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvNT_10ScalarTypeES5_T0_PNS5_17GlobalOrdinalTypeES8_"
"GPU activities",0.215618,10.672946,10,1.067294,0.000928,10.284020,"[CUDA memcpy HtoD]"
