==36931== NVPROF is profiling process 36931, command: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==36931== Profiling application: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==36931== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",69.429508,3099.731401,201,15.421549,15.393583,15.443855,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",12.238669,546.404345,602,0.907648,0.625307,0.911994,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",7.042403,314.413274,1,314.413274,314.413274,314.413274,"_ZN6miniFE19element_loop_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEENS_7PODMeshIiEEEEvT1_NT_17GlobalOrdinalTypeEPKS9_S8_T0_PKNS8_10ScalarTypeESF_"
"GPU activities",3.981850,177.772637,400,0.444431,0.307166,0.582011,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",3.122593,139.410476,606,0.230050,0.001279,110.862193,"[CUDA memcpy DtoH]"
"GPU activities",1.046619,46.727054,201,0.232472,0.231262,0.235679,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",0.882034,39.379040,2,19.689520,17.787710,21.591330,"_ZN6miniFE30impose_dirichlet_second_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvNT_10ScalarTypeES5_T0_PNS5_17GlobalOrdinalTypeES8_"
"GPU activities",0.645772,28.830956,1,28.830956,28.830956,28.830956,"_ZN6miniFE32generate_matrix_structure_kernelINS_7PODMeshIiEENS_12PODELLMatrixIdiiEEEEvT_T0_iii"
"GPU activities",0.264340,11.801642,10,1.180164,0.001024,11.539820,"[CUDA memcpy HtoD]"
