==133104== NVPROF is profiling process 133104, command: ./miniFE.x --num_devices 4 -nx 1600 -ny 1600 -nz 200
==133104== Profiling application: ./miniFE.x --num_devices 4 -nx 1600 -ny 1600 -nz 200
==133104== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",61.040365,3085.354415,201,15.350021,15.319505,15.385199,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",14.785881,747.369113,1,747.369113,747.369113,747.369113,"_ZN6miniFE19element_loop_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEENS_7PODMeshIiEEEEvT1_NT_17GlobalOrdinalTypeEPKS9_S8_T0_PKNS8_10ScalarTypeESF_"
"GPU activities",10.781412,544.958705,602,0.905247,0.626587,0.909209,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",4.156878,210.114094,606,0.346722,0.001279,94.425104,"[CUDA memcpy DtoH]"
"GPU activities",3.522196,178.033396,400,0.445083,0.307198,0.584412,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",2.296540,116.081210,201,0.577518,0.573628,0.608956,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",0.852299,43.080422,1,43.080422,43.080422,43.080422,"_ZN6miniFE32generate_matrix_structure_kernelINS_7PODMeshIiEENS_12PODELLMatrixIdiiEEEEvT_T0_iii"
"GPU activities",0.375212,18.965526,1,18.965526,18.965526,18.965526,"_ZN6miniFE30impose_dirichlet_second_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvNT_10ScalarTypeES5_T0_PNS5_17GlobalOrdinalTypeES8_"
"GPU activities",0.331038,16.732680,201,0.083247,0.043456,0.142111,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.245719,12.420166,9,1.380018,0.000928,10.753906,"[CUDA memcpy HtoD]"
