==36519== NVPROF is profiling process 36519, command: ./miniFE.x --num_devices 2 -nx 800 -ny 400 -nz 200
==36519== Profiling application: ./miniFE.x --num_devices 2 -nx 800 -ny 400 -nz 200
==36519== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",69.574746,3145.549625,201,15.649500,15.609257,16.802627,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",12.208010,551.937348,602,0.916839,0.634429,0.919835,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",7.096443,320.837867,1,320.837867,320.837867,320.837867,"_ZN6miniFE19element_loop_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEENS_7PODMeshIiEEEEvT1_NT_17GlobalOrdinalTypeEPKS9_S8_T0_PKNS8_10ScalarTypeESF_"
"GPU activities",3.977358,179.820670,400,0.449551,0.310463,0.589021,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",3.516463,158.983118,606,0.262348,0.001664,105.524022,"[CUDA memcpy DtoH]"
"GPU activities",0.933790,42.217660,201,0.210038,0.209566,0.210942,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",0.878251,39.706692,2,19.853346,18.049244,21.657448,"_ZN6miniFE30impose_dirichlet_second_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvNT_10ScalarTypeES5_T0_PNS5_17GlobalOrdinalTypeES8_"
"GPU activities",0.332709,15.042156,1,15.042156,15.042156,15.042156,"_ZN6miniFE32generate_matrix_structure_kernelINS_7PODMeshIiEENS_12PODELLMatrixIdiiEEEEvT_T0_iii"
"GPU activities",0.224816,10.164168,10,1.016416,0.001344,9.911881,"[CUDA memcpy HtoD]"
