==133105== NVPROF is profiling process 133105, command: ./miniFE.x --num_devices 4 -nx 1600 -ny 1600 -nz 200
==133105== Profiling application: ./miniFE.x --num_devices 4 -nx 1600 -ny 1600 -nz 200
==133105== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",60.534675,3159.814245,201,15.720468,15.657573,15.757925,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",14.317055,747.327611,1,747.327611,747.327611,747.327611,"_ZN6miniFE19element_loop_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEENS_7PODMeshIiEEEEvT1_NT_17GlobalOrdinalTypeEPKS9_S8_T0_PKNS8_10ScalarTypeESF_"
"GPU activities",10.656845,556.270419,602,0.924037,0.640031,0.928670,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",6.134972,320.235834,606,0.528441,0.001248,234.407949,"[CUDA memcpy DtoH]"
"GPU activities",3.478770,181.586280,400,0.453965,0.312575,0.595103,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",1.832759,95.667098,201,0.475955,0.473503,0.490751,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",0.822094,42.912022,1,42.912022,42.912022,42.912022,"_ZN6miniFE32generate_matrix_structure_kernelINS_7PODMeshIiEENS_12PODELLMatrixIdiiEEEEvT_T0_iii"
"GPU activities",0.428316,22.357434,1,22.357434,22.357434,22.357434,"_ZN6miniFE30impose_dirichlet_second_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvNT_10ScalarTypeES5_T0_PNS5_17GlobalOrdinalTypeES8_"
"GPU activities",0.351003,18.321825,9,2.035758,0.001056,17.447842,"[CUDA memcpy HtoD]"
"GPU activities",0.233228,12.174125,201,0.060567,0.027711,0.107615,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
