==36052== NVPROF is profiling process 36052, command: ./miniFE.x --num_devices 1 -nx 400 -ny 400 -nz 200
==36052== Profiling application: ./miniFE.x --num_devices 1 -nx 400 -ny 400 -nz 200
==36052== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",71.515377,3123.943883,201,15.542009,15.508076,15.651052,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",12.628681,551.647670,602,0.916358,0.632507,0.921593,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",7.654826,334.379078,1,334.379078,334.379078,334.379078,"_ZN6miniFE19element_loop_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEENS_7PODMeshIiEEEEvT1_NT_17GlobalOrdinalTypeEPKS9_S8_T0_PKNS8_10ScalarTypeESF_"
"GPU activities",4.103643,179.255878,400,0.448139,0.310589,0.585819,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",1.448903,63.291178,402,0.157440,0.001664,50.000908,"[CUDA memcpy DtoH]"
"GPU activities",0.938807,41.009103,2,20.504551,19.056626,21.952477,"_ZN6miniFE30impose_dirichlet_second_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvNT_10ScalarTypeES5_T0_PNS5_17GlobalOrdinalTypeES8_"
"GPU activities",0.714999,31.232662,201,0.155386,0.154878,0.155999,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",0.341543,14.919345,1,14.919345,14.919345,14.919345,"_ZN6miniFE32generate_matrix_structure_kernelINS_7PODMeshIiEENS_12PODELLMatrixIdiiEEEEvT_T0_iii"
"GPU activities",0.226252,9.883158,8,1.235394,0.001376,9.762391,"[CUDA memcpy HtoD]"
