==132689== NVPROF is profiling process 132689, command: ./miniFE.x --num_devices 4 -nx 1600 -ny 800 -nz 200
==132689== Profiling application: ./miniFE.x --num_devices 4 -nx 1600 -ny 800 -nz 200
==132689== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",62.198646,3140.792208,201,15.625831,15.587057,15.659921,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",12.809133,646.811908,1,646.811908,646.811908,646.811908,"_ZN6miniFE19element_loop_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEENS_7PODMeshIiEEEEvT1_NT_17GlobalOrdinalTypeEPKS9_S8_T0_PKNS8_10ScalarTypeESF_"
"GPU activities",10.904603,550.640473,602,0.914685,0.633116,0.919385,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",5.503610,277.911110,606,0.458599,0.001248,222.673103,"[CUDA memcpy DtoH]"
"GPU activities",3.558849,179.708171,400,0.449270,0.309981,0.588764,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",1.632515,82.435735,201,0.410128,0.408701,0.412413,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",0.938691,47.400303,1,47.400303,47.400303,47.400303,"_ZN6miniFE32generate_matrix_structure_kernelINS_7PODMeshIiEENS_12PODELLMatrixIdiiEEEEvT_T0_iii"
"GPU activities",0.780017,39.387848,2,19.693924,18.144223,21.243625,"_ZN6miniFE30impose_dirichlet_second_kernelINS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvNT_10ScalarTypeES5_T0_PNS5_17GlobalOrdinalTypeES8_"
"GPU activities",0.373814,18.876184,10,1.887618,0.001024,18.465084,"[CUDA memcpy HtoD]"
