==40516== NVPROF is profiling process 40516, command: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==40516== Profiling application: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==40516== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",76.099594,763.204347,201,3.797036,3.788164,3.825123,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",13.625968,136.655106,602,0.227001,0.154431,0.230847,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",4.641627,46.550967,400,0.116377,0.083423,0.149663,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",3.777641,37.886037,201,0.188487,0.185855,0.194335,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",1.270844,12.745317,601,0.021206,0.001280,0.145535,"[CUDA memcpy DtoH]"
"GPU activities",0.424155,4.253859,201,0.021163,0.011200,0.032160,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.089714,0.899742,400,0.002249,0.002144,0.002656,"_ZN6miniFE23dot_final_reduce_kernelIdEEvPT_"
"GPU activities",0.047194,0.473311,400,0.001183,0.001119,0.001952,"_ZN6miniFE17cudaMemset_kernelIdEEvPT_S1_i"
"GPU activities",0.023263,0.233309,4,0.058327,0.001632,0.079679,"_ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_20__uninitialized_fill7functorINS_10device_ptrIdEEdEEmEES9_mEEvT0_T1_"
"API calls",77.393058,532.373030,601,0.885812,0.059997,3.956939,"cudaEventSynchronize"
"API calls",13.814442,95.027082,2409,0.039446,0.022194,11.272115,"cudaLaunchKernel"
"API calls",3.897721,26.811724,4,6.702931,0.038489,8.963179,"cudaMalloc"
"API calls",2.288322,15.740959,601,0.026191,0.018175,0.049613,"cudaMemcpyAsync"
