==105519== NVPROF is profiling process 105519, command: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==105519== Profiling application: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==105519== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",74.872169,762.833218,201,3.795190,3.783660,4.266410,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",13.387653,136.399770,602,0.226577,0.155935,0.229886,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",4.560062,46.460081,400,0.116150,0.082944,0.149791,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",3.746262,38.168699,201,0.189894,0.188191,0.192991,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",2.853892,29.076811,601,0.048380,0.001280,0.204831,"[CUDA memcpy DtoH]"
"GPU activities",0.423440,4.314211,201,0.021463,0.011776,0.030976,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.087402,0.890489,400,0.002226,0.002143,0.002688,"_ZN6miniFE23dot_final_reduce_kernelIdEEvPT_"
"GPU activities",0.046047,0.469150,400,0.001172,0.001120,0.001536,"_ZN6miniFE17cudaMemset_kernelIdEEvPT_S1_i"
"GPU activities",0.023072,0.235072,4,0.058768,0.001632,0.080224,"_ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_20__uninitialized_fill7functorINS_10device_ptrIdEEdEEmEES9_mEEvT0_T1_"
"API calls",76.931895,531.583106,601,0.884497,0.094529,4.440675,"cudaEventSynchronize"
"API calls",14.057717,97.135847,2409,0.040322,0.022110,11.130623,"cudaLaunchKernel"
"API calls",3.805543,26.295499,4,6.573874,0.028622,8.788431,"cudaMalloc"
"API calls",2.384484,16.476283,601,0.027414,0.018154,0.042188,"cudaMemcpyAsync"
