==96149== NVPROF is profiling process 96149, command: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==96149== Profiling application: ./miniFE.x --num_devices 4 -nx 800 -ny 800 -nz 200
==96149== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",74.783283,760.784902,201,3.784999,3.776615,3.792615,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",13.374024,136.056546,602,0.226007,0.155135,0.229311,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",4.565435,46.445059,400,0.116112,0.083040,0.149599,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",3.688611,37.524956,201,0.186691,0.184607,0.189695,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",2.957128,30.083439,601,0.050055,0.001279,0.212894,"[CUDA memcpy DtoH]"
"GPU activities",0.471372,4.795362,201,0.023857,0.013312,0.032768,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.088873,0.904125,400,0.002260,0.002175,0.002784,"_ZN6miniFE23dot_final_reduce_kernelIdEEvPT_"
"GPU activities",0.048230,0.490653,400,0.001226,0.001152,0.001664,"_ZN6miniFE17cudaMemset_kernelIdEEvPT_S1_i"
"GPU activities",0.023044,0.234429,4,0.058607,0.001728,0.079935,"_ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_20__uninitialized_fill7functorINS_10device_ptrIdEEdEEmEES9_mEEvT0_T1_"
"API calls",78.070430,561.079848,601,0.933577,0.104914,4.097812,"cudaEventSynchronize"
"API calls",13.517457,97.147827,2409,0.040327,0.020017,11.166353,"cudaLaunchKernel"
"API calls",3.706314,26.636695,4,6.659173,0.033350,8.967278,"cudaMalloc"
"API calls",2.230399,16.029522,601,0.026671,0.018562,0.034518,"cudaMemcpyAsync"
