==95654== NVPROF is profiling process 95654, command: ./miniFE.x --num_devices 4 -nx 800 -ny 400 -nz 200
==95654== Profiling application: ./miniFE.x --num_devices 4 -nx 800 -ny 400 -nz 200
==95654== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,ms,,ms,ms,ms,
"GPU activities",76.079927,722.533837,201,3.594695,3.587968,3.602848,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE0ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",14.408907,136.841915,602,0.227312,0.156030,0.230750,"_ZN6miniFE13waxpby_kernelINS_9PODVectorIdiiEEEEvNT_10ScalarTypeES3_S4_S3_S3_"
"GPU activities",4.913778,46.666327,400,0.116665,0.083039,0.150815,"_ZN6miniFE10dot_kernelINS_9PODVectorIdiiEEEEvT_S3_PNS_10TypeTraitsINS3_10ScalarTypeEE14magnitude_typeE"
"GPU activities",3.210427,30.489546,201,0.151689,0.150047,0.155231,"_ZN6miniFE25matvec_overlap_ell_kernelILNS_12MATVEC_RANGEE1ENS_12PODELLMatrixIdiiEENS_9PODVectorIdiiEEEEvT0_T1_S7_"
"GPU activities",0.872173,8.283060,601,0.013782,0.001280,0.069695,"[CUDA memcpy DtoH]"
"GPU activities",0.347761,3.302698,201,0.016431,0.007776,0.025087,"_ZN6miniFE20copyElementsToBufferIdiEEvPT_S2_PT0_i"
"GPU activities",0.093987,0.892599,400,0.002231,0.002144,0.002688,"_ZN6miniFE23dot_final_reduce_kernelIdEEvPT_"
"GPU activities",0.048510,0.460699,400,0.001151,0.001087,0.001536,"_ZN6miniFE17cudaMemset_kernelIdEEvPT_S1_i"
"GPU activities",0.024530,0.232958,4,0.058239,0.001312,0.078272,"_ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_20__uninitialized_fill7functorINS_10device_ptrIdEEdEEmEES9_mEEvT0_T1_"
"API calls",77.205372,515.601820,601,0.857906,0.039957,3.736300,"cudaEventSynchronize"
"API calls",13.902117,92.842721,2409,0.038539,0.020557,10.926185,"cudaLaunchKernel"
"API calls",4.013381,26.802625,4,6.700656,0.039194,9.125037,"cudaMalloc"
"API calls",2.313599,15.450942,601,0.025708,0.014623,0.050265,"cudaMemcpyAsync"
